Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t)
Fjærland - Bremuseet;SN55820;21.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 02:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 16:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 19:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 21:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;21.07.2018 23:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 02:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 16:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 19:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 21:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;22.07.2018 23:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 02:00;0,1
Fjærland - Bremuseet;SN55820;23.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 16:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 19:00;0,1
Fjærland - Bremuseet;SN55820;23.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 21:00;0,1
Fjærland - Bremuseet;SN55820;23.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;23.07.2018 23:00;0,7
Fjærland - Bremuseet;SN55820;24.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 02:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 12:00;0,1
Fjærland - Bremuseet;SN55820;24.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 14:00;0,3
Fjærland - Bremuseet;SN55820;24.07.2018 15:00;1,6
Fjærland - Bremuseet;SN55820;24.07.2018 16:00;0,1
Fjærland - Bremuseet;SN55820;24.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;24.07.2018 18:00;0,1
Fjærland - Bremuseet;SN55820;24.07.2018 19:00;0,4
Fjærland - Bremuseet;SN55820;24.07.2018 20:00;0,1
Fjærland - Bremuseet;SN55820;24.07.2018 21:00;0,3
Fjærland - Bremuseet;SN55820;24.07.2018 22:00;1,2
Fjærland - Bremuseet;SN55820;24.07.2018 23:00;1,1
Fjærland - Bremuseet;SN55820;25.07.2018 00:00;2,6
Fjærland - Bremuseet;SN55820;25.07.2018 01:00;1,8
Fjærland - Bremuseet;SN55820;25.07.2018 02:00;1,2
Fjærland - Bremuseet;SN55820;25.07.2018 03:00;0,9
Fjærland - Bremuseet;SN55820;25.07.2018 04:00;0,6
Fjærland - Bremuseet;SN55820;25.07.2018 05:00;1,4
Fjærland - Bremuseet;SN55820;25.07.2018 06:00;0,1
Fjærland - Bremuseet;SN55820;25.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 16:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 19:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 21:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;25.07.2018 23:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 02:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 16:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 19:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 21:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;26.07.2018 23:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 02:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 16:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 19:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 21:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;27.07.2018 23:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 02:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 08:00;0,1
Fjærland - Bremuseet;SN55820;28.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 16:00;0,3
Fjærland - Bremuseet;SN55820;28.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 19:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 21:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;28.07.2018 23:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 00:00;1,6
Fjærland - Bremuseet;SN55820;29.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 02:00;0,1
Fjærland - Bremuseet;SN55820;29.07.2018 03:00;0,2
Fjærland - Bremuseet;SN55820;29.07.2018 04:00;0,1
Fjærland - Bremuseet;SN55820;29.07.2018 05:00;2,5
Fjærland - Bremuseet;SN55820;29.07.2018 06:00;0,5
Fjærland - Bremuseet;SN55820;29.07.2018 07:00;5,3
Fjærland - Bremuseet;SN55820;29.07.2018 08:00;0,7
Fjærland - Bremuseet;SN55820;29.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 16:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 19:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 21:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;29.07.2018 23:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 02:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 09:00;0,1
Fjærland - Bremuseet;SN55820;30.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 11:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 12:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 13:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 14:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 15:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 16:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 17:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 18:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 19:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 20:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 21:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 22:00;0
Fjærland - Bremuseet;SN55820;30.07.2018 23:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 00:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 01:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 02:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 03:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 04:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 05:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 06:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 07:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 08:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 09:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 10:00;0
Fjærland - Bremuseet;SN55820;31.07.2018 11:00;0,8
Fjærland - Bremuseet;SN55820;31.07.2018 12:00;2,5
Fjærland - Bremuseet;SN55820;31.07.2018 13:00;1,7
Fjærland - Bremuseet;SN55820;31.07.2018 14:00;1,6
Fjærland - Bremuseet;SN55820;31.07.2018 15:00;0,4
Fjærland - Bremuseet;SN55820;31.07.2018 16:00;2
Fjærland - Bremuseet;SN55820;31.07.2018 17:00;1,6
Fjærland - Bremuseet;SN55820;31.07.2018 18:00;1
Fjærland - Bremuseet;SN55820;31.07.2018 19:00;2,5
Fjærland - Bremuseet;SN55820;31.07.2018 20:00;1,2
Fjærland - Bremuseet;SN55820;31.07.2018 21:00;0,1
Fjærland - Bremuseet;SN55820;31.07.2018 22:00;1,8
Fjærland - Bremuseet;SN55820;31.07.2018 23:00;0,5
Fjærland - Bremuseet;SN55820;01.08.2018 00:00;0,2
Fjærland - Bremuseet;SN55820;01.08.2018 01:00;6,5
Fjærland - Bremuseet;SN55820;01.08.2018 02:00;3,8
Fjærland - Bremuseet;SN55820;01.08.2018 03:00;0,3
Fjærland - Bremuseet;SN55820;01.08.2018 04:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 05:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 06:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 07:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 08:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 09:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 10:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 11:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 12:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 13:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 14:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 15:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 16:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 17:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 18:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 19:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 20:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 21:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 22:00;0
Fjærland - Bremuseet;SN55820;01.08.2018 23:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 00:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 01:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 02:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 03:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 04:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 05:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 06:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 07:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 08:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 09:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 10:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 11:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 12:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 13:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 14:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 15:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 16:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 17:00;0,1
Fjærland - Bremuseet;SN55820;02.08.2018 18:00;0,1
Fjærland - Bremuseet;SN55820;02.08.2018 19:00;0,1
Fjærland - Bremuseet;SN55820;02.08.2018 20:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 21:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 22:00;0
Fjærland - Bremuseet;SN55820;02.08.2018 23:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 00:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 01:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 02:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 03:00;0,4
Fjærland - Bremuseet;SN55820;03.08.2018 04:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 05:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 06:00;0,1
Fjærland - Bremuseet;SN55820;03.08.2018 07:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 08:00;0,1
Fjærland - Bremuseet;SN55820;03.08.2018 09:00;0,1
Fjærland - Bremuseet;SN55820;03.08.2018 10:00;0,2
Fjærland - Bremuseet;SN55820;03.08.2018 11:00;0,1
Fjærland - Bremuseet;SN55820;03.08.2018 12:00;0,6
Fjærland - Bremuseet;SN55820;03.08.2018 13:00;0,2
Fjærland - Bremuseet;SN55820;03.08.2018 14:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 15:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 16:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 17:00;1,4
Fjærland - Bremuseet;SN55820;03.08.2018 18:00;0,1
Fjærland - Bremuseet;SN55820;03.08.2018 19:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 20:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 21:00;0
Fjærland - Bremuseet;SN55820;03.08.2018 22:00;0,1
Fjærland - Bremuseet;SN55820;03.08.2018 23:00;0,1
Fjærland - Bremuseet;SN55820;04.08.2018 00:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 01:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 02:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 03:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 04:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 05:00;0,8
Fjærland - Bremuseet;SN55820;04.08.2018 06:00;0,6
Fjærland - Bremuseet;SN55820;04.08.2018 07:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 08:00;5,5
Fjærland - Bremuseet;SN55820;04.08.2018 09:00;1,3
Fjærland - Bremuseet;SN55820;04.08.2018 10:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 11:00;1,5
Fjærland - Bremuseet;SN55820;04.08.2018 12:00;1,3
Fjærland - Bremuseet;SN55820;04.08.2018 13:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 14:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 15:00;0,2
Fjærland - Bremuseet;SN55820;04.08.2018 16:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 17:00;0,4
Fjærland - Bremuseet;SN55820;04.08.2018 18:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 19:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 20:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 21:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 22:00;0
Fjærland - Bremuseet;SN55820;04.08.2018 23:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 00:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 01:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 02:00;0,2
Fjærland - Bremuseet;SN55820;05.08.2018 03:00;0,3
Fjærland - Bremuseet;SN55820;05.08.2018 04:00;0,6
Fjærland - Bremuseet;SN55820;05.08.2018 05:00;0,6
Fjærland - Bremuseet;SN55820;05.08.2018 06:00;0,1
Fjærland - Bremuseet;SN55820;05.08.2018 07:00;0,3
Fjærland - Bremuseet;SN55820;05.08.2018 08:00;0,7
Fjærland - Bremuseet;SN55820;05.08.2018 09:00;0,3
Fjærland - Bremuseet;SN55820;05.08.2018 10:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 11:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 12:00;0,2
Fjærland - Bremuseet;SN55820;05.08.2018 13:00;0,3
Fjærland - Bremuseet;SN55820;05.08.2018 14:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 15:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 16:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 17:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 18:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 19:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 20:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 21:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 22:00;0
Fjærland - Bremuseet;SN55820;05.08.2018 23:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 00:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 01:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 02:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 03:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 04:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 05:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 06:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 07:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 08:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 09:00;0,1
Fjærland - Bremuseet;SN55820;06.08.2018 10:00;0,1
Fjærland - Bremuseet;SN55820;06.08.2018 11:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 12:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 13:00;0,1
Fjærland - Bremuseet;SN55820;06.08.2018 14:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 15:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 16:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 17:00;0,1
Fjærland - Bremuseet;SN55820;06.08.2018 18:00;0
Fjærland - Bremuseet;SN55820;06.08.2018 19:00;0,4
Fjærland - Bremuseet;SN55820;06.08.2018 20:00;1,3
Fjærland - Bremuseet;SN55820;06.08.2018 21:00;0,2
Fjærland - Bremuseet;SN55820;06.08.2018 22:00;0,3
Fjærland - Bremuseet;SN55820;06.08.2018 23:00;1
Fjærland - Bremuseet;SN55820;07.08.2018 00:00;0,6
Fjærland - Bremuseet;SN55820;07.08.2018 01:00;0,1
Fjærland - Bremuseet;SN55820;07.08.2018 02:00;0,6
Fjærland - Bremuseet;SN55820;07.08.2018 03:00;0,8
Fjærland - Bremuseet;SN55820;07.08.2018 04:00;0,8
Fjærland - Bremuseet;SN55820;07.08.2018 05:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 06:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 07:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 08:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 09:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 10:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 11:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 12:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 13:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 14:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 15:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 16:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 17:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 18:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 19:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 20:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 21:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 22:00;0
Fjærland - Bremuseet;SN55820;07.08.2018 23:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 00:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 01:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 02:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 03:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 04:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 05:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 06:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 07:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 08:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 09:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 10:00;0
Fjærland - Bremuseet;SN55820;08.08.2018 11:00;0
