Navn	Stasjon	Tid(norsk normaltid)	Lufttemperatur	Relativ luftfuktighet	Vindretning	Middelvind
Fjærland - Bremuseet	SN55820	29.04.2014 18:00	10,9	45	342	3,4
Fjærland - Bremuseet	SN55820	29.04.2014 19:00	10,5	46	353	4,8
Fjærland - Bremuseet	SN55820	29.04.2014 20:00	9,3	51	61	1,5
Fjærland - Bremuseet	SN55820	29.04.2014 21:00	5,5	67	41	1
Fjærland - Bremuseet	SN55820	29.04.2014 22:00	4,4	75	14	1
Fjærland - Bremuseet	SN55820	29.04.2014 23:00	2,3	83	46	1
Fjærland - Bremuseet	SN55820	30.04.2014 00:00	1,6	87	50	0,9
Fjærland - Bremuseet	SN55820	30.04.2014 01:00	1,3	90	37	1,3
Fjærland - Bremuseet	SN55820	30.04.2014 02:00	2	89	152	0,3
Fjærland - Bremuseet	SN55820	30.04.2014 03:00	1,2	89	3	1,1
Fjærland - Bremuseet	SN55820	30.04.2014 04:00	2	89	29	0,8
Fjærland - Bremuseet	SN55820	30.04.2014 05:00	5,7	64	15	2,8
Fjærland - Bremuseet	SN55820	30.04.2014 06:00	6,5	51	317	4,8
Fjærland - Bremuseet	SN55820	30.04.2014 07:00	6	48	24	2,9
Fjærland - Bremuseet	SN55820	30.04.2014 08:00	7,2	41	344	4
Fjærland - Bremuseet	SN55820	30.04.2014 09:00	6,3	43	13	5,3
Fjærland - Bremuseet	SN55820	30.04.2014 10:00	7,1	41	359	5,8
Fjærland - Bremuseet	SN55820	30.04.2014 11:00	7,6	39	356	7,3
Fjærland - Bremuseet	SN55820	30.04.2014 12:00	7,8	39	3	5,5
Fjærland - Bremuseet	SN55820	30.04.2014 13:00	7	51	21	3,4
Fjærland - Bremuseet	SN55820	30.04.2014 14:00	6,1	51	227	3,1
Fjærland - Bremuseet	SN55820	30.04.2014 15:00	8	38	350	4,7
Fjærland - Bremuseet	SN55820	30.04.2014 16:00	6,9	37	47	2,9
Fjærland - Bremuseet	SN55820	30.04.2014 17:00	7,3	36	355	4,4
Fjærland - Bremuseet	SN55820	30.04.2014 18:00	6	38	319	2,2
Fjærland - Bremuseet	SN55820	30.04.2014 19:00	5,3	39	3	3,9
Fjærland - Bremuseet	SN55820	30.04.2014 20:00	4,9	37	8	4
Fjærland - Bremuseet	SN55820	30.04.2014 21:00	4,2	35	354	4,4
Fjærland - Bremuseet	SN55820	30.04.2014 22:00	2,6	48	89	1,8
Fjærland - Bremuseet	SN55820	30.04.2014 23:00	2,1	46	71	2,4
Fjærland - Bremuseet	SN55820	01.05.2014 00:00	0,4	61	26	2,1
Fjærland - Bremuseet	SN55820	01.05.2014 01:00	-0,5	64	161	0,7
Fjærland - Bremuseet	SN55820	01.05.2014 02:00	-2,2	73	47	1,3
Fjærland - Bremuseet	SN55820	01.05.2014 03:00	-2,8	77	0	0
Fjærland - Bremuseet	SN55820	01.05.2014 04:00	-3,3	84	4	1,8
Fjærland - Bremuseet	SN55820	01.05.2014 05:00	-3,3	83	359	0,9
Fjærland - Bremuseet	SN55820	01.05.2014 06:00	-2,8	82	291	0,2
Fjærland - Bremuseet	SN55820	01.05.2014 07:00	-1,9	79	78	1,4
Fjærland - Bremuseet	SN55820	01.05.2014 08:00	1,8	60	141	0,6
Fjærland - Bremuseet	SN55820	01.05.2014 09:00	4,6	49	185	0,7
Fjærland - Bremuseet	SN55820	01.05.2014 10:00	5,8	38	199	1,5
Fjærland - Bremuseet	SN55820	01.05.2014 11:00	7,3	32	206	2,4
Fjærland - Bremuseet	SN55820	01.05.2014 12:00	9	29	200	2,5
Fjærland - Bremuseet	SN55820	01.05.2014 13:00	9,3	31	336	3,7
Fjærland - Bremuseet	SN55820	01.05.2014 14:00	9,5	27	247	2
Fjærland - Bremuseet	SN55820	01.05.2014 15:00	8,7	30	316	1,1
Fjærland - Bremuseet	SN55820	01.05.2014 16:00	8,5	38	329	2,8
Fjærland - Bremuseet	SN55820	01.05.2014 17:00	8,2	36	334	1,6
Fjærland - Bremuseet	SN55820	01.05.2014 18:00	7,8	38	336	2,7
Fjærland - Bremuseet	SN55820	01.05.2014 19:00	6,8	44	344	1,5
Fjærland - Bremuseet	SN55820	01.05.2014 20:00	6,9	44	316	1,7
Fjærland - Bremuseet	SN55820	01.05.2014 21:00	5,4	50	346	2
Fjærland - Bremuseet	SN55820	01.05.2014 22:00	4,2	55	81	1,5
Fjærland - Bremuseet	SN55820	01.05.2014 23:00	3,1	58	79	1,9
Fjærland - Bremuseet	SN55820	02.05.2014 00:00	3	56	64	1,5
Fjærland - Bremuseet	SN55820	02.05.2014 01:00	0,8	67	35	1,7
Fjærland - Bremuseet	SN55820	02.05.2014 02:00	-0,3	71	7	1,7
Fjærland - Bremuseet	SN55820	02.05.2014 03:00	-2	81	32	1,2
Fjærland - Bremuseet	SN55820	02.05.2014 04:00	-2,3	81	21	0,7
Fjærland - Bremuseet	SN55820	02.05.2014 05:00	-2,7	86	37	0,6
Fjærland - Bremuseet	SN55820	02.05.2014 06:00	-2,9	83	16	0,8
Fjærland - Bremuseet	SN55820	02.05.2014 07:00	-1,7	80	348	0,5
Fjærland - Bremuseet	SN55820	02.05.2014 08:00	2,5	62	349	0,4
Fjærland - Bremuseet	SN55820	02.05.2014 09:00	5,1	46	351	1,3
Fjærland - Bremuseet	SN55820	02.05.2014 10:00	6,4	37	164	1,2
Fjærland - Bremuseet	SN55820	02.05.2014 11:00	8,5	33	203	2,4
Fjærland - Bremuseet	SN55820	02.05.2014 12:00	9,7	32	358	3,1
Fjærland - Bremuseet	SN55820	02.05.2014 13:00	9,2	31	345	2,8
Fjærland - Bremuseet	SN55820	02.05.2014 14:00	9	36	355	4
Fjærland - Bremuseet	SN55820	02.05.2014 15:00	9	34	354	3,9
Fjærland - Bremuseet	SN55820	02.05.2014 16:00	9,4	35	343	2,2
Fjærland - Bremuseet	SN55820	02.05.2014 17:00	9,6	33	311	2,5
Fjærland - Bremuseet	SN55820	02.05.2014 18:00	9	37	301	1,6
Fjærland - Bremuseet	SN55820	02.05.2014 19:00	7,9	44	4	3,4
Fjærland - Bremuseet	SN55820	02.05.2014 20:00	7	46	350	4,2
Fjærland - Bremuseet	SN55820	02.05.2014 21:00	6,2	49	354	3
Fjærland - Bremuseet	SN55820	02.05.2014 22:00	6,2	48	12	4,3
Fjærland - Bremuseet	SN55820	02.05.2014 23:00	5,8	48	6	2,5
Fjærland - Bremuseet	SN55820	03.05.2014 00:00	5	52	65	1,4
Fjærland - Bremuseet	SN55820	03.05.2014 01:00	4,8	52	87	0,7
Fjærland - Bremuseet	SN55820	03.05.2014 02:00	4,6	51	84	0,2
Fjærland - Bremuseet	SN55820	03.05.2014 03:00	4,9	50	277	0,6
Fjærland - Bremuseet	SN55820	03.05.2014 04:00	4,9	53	290	0,7
Fjærland - Bremuseet	SN55820	03.05.2014 05:00	4,2	63	63	0,9
Fjærland - Bremuseet	SN55820	03.05.2014 06:00	4	64	157	0,2
Fjærland - Bremuseet	SN55820	03.05.2014 07:00	5,2	54	36	1,5
Fjærland - Bremuseet	SN55820	03.05.2014 08:00	5,4	53	182	4,1
Fjærland - Bremuseet	SN55820	03.05.2014 09:00	5,2	65	217	4,5
Fjærland - Bremuseet	SN55820	03.05.2014 10:00	5,5	65	208	3,4
Fjærland - Bremuseet	SN55820	03.05.2014 11:00	6,4	67	207	3,8
Fjærland - Bremuseet	SN55820	03.05.2014 12:00	7,7	53	188	6,5
Fjærland - Bremuseet	SN55820	03.05.2014 13:00	7,8	50	202	5,6
Fjærland - Bremuseet	SN55820	03.05.2014 14:00	8,2	55	206	3,2
Fjærland - Bremuseet	SN55820	03.05.2014 15:00	6,8	52	0	6,3
Fjærland - Bremuseet	SN55820	03.05.2014 16:00	8,2	44	346	1,5
Fjærland - Bremuseet	SN55820	03.05.2014 17:00	7,2	47	351	4,3
Fjærland - Bremuseet	SN55820	03.05.2014 18:00	7,1	41	1	2,3
Fjærland - Bremuseet	SN55820	03.05.2014 19:00	6,8	48	345	3,4
Fjærland - Bremuseet	SN55820	03.05.2014 20:00	6,1	52	349	3,7
Fjærland - Bremuseet	SN55820	03.05.2014 21:00	5,1	46	349	1,5
Fjærland - Bremuseet	SN55820	03.05.2014 22:00	4,3	52	73	0,9
Fjærland - Bremuseet	SN55820	03.05.2014 23:00	2,6	57	89	1,5
Fjærland - Bremuseet	SN55820	04.05.2014 00:00	2	59	54	1,7
Fjærland - Bremuseet	SN55820	04.05.2014 01:00	-0,5	76	19	1,1
Fjærland - Bremuseet	SN55820	04.05.2014 02:00	-1,4	81	157	0,3
Fjærland - Bremuseet	SN55820	04.05.2014 03:00	-2,2	85	48	1
Fjærland - Bremuseet	SN55820	04.05.2014 04:00	-3,3	86	21	0,3
Fjærland - Bremuseet	SN55820	04.05.2014 05:00	-2,9	88	351	0,4
Fjærland - Bremuseet	SN55820	04.05.2014 06:00	-2,7	87	354	0,5
Fjærland - Bremuseet	SN55820	04.05.2014 07:00	-2,4	87	29	0,9
Fjærland - Bremuseet	SN55820	04.05.2014 08:00	1,3	70	51	1,3
Fjærland - Bremuseet	SN55820	04.05.2014 09:00	4,9	52	26	1,3
Fjærland - Bremuseet	SN55820	04.05.2014 10:00	7,6	42	358	1
Fjærland - Bremuseet	SN55820	04.05.2014 11:00	8,1	41	217	2,3
Fjærland - Bremuseet	SN55820	04.05.2014 12:00	8,5	29	227	2,3
Fjærland - Bremuseet	SN55820	04.05.2014 13:00	10,7	25	65	1,4
Fjærland - Bremuseet	SN55820	04.05.2014 14:00	10,1	28	183	1,9
Fjærland - Bremuseet	SN55820	04.05.2014 15:00	10,1	25	247	1,4
Fjærland - Bremuseet	SN55820	04.05.2014 16:00	10	28	219	1,8
Fjærland - Bremuseet	SN55820	04.05.2014 17:00	9,6	33	210	2,7
Fjærland - Bremuseet	SN55820	04.05.2014 18:00	9	43	220	1,7
Fjærland - Bremuseet	SN55820	04.05.2014 19:00	9,1	33	10	0,6
Fjærland - Bremuseet	SN55820	04.05.2014 20:00	7,8	42	19	1,4
Fjærland - Bremuseet	SN55820	04.05.2014 21:00	5	58	55	0,8
Fjærland - Bremuseet	SN55820	04.05.2014 22:00	5,1	59	358	1,1
Fjærland - Bremuseet	SN55820	04.05.2014 23:00	4,1	67	16	1,2
Fjærland - Bremuseet	SN55820	05.05.2014 00:00	3,8	71	27	0,7
Fjærland - Bremuseet	SN55820	05.05.2014 01:00	3,6	73	119	0,3
Fjærland - Bremuseet	SN55820	05.05.2014 02:00	3,1	76	22	0,8
Fjærland - Bremuseet	SN55820	05.05.2014 03:00	3,3	76	21	1,2
Fjærland - Bremuseet	SN55820	05.05.2014 04:00	3	79	21	0,8
Fjærland - Bremuseet	SN55820	05.05.2014 05:00	2,9	79	2	0,4
Fjærland - Bremuseet	SN55820	05.05.2014 06:00	4,7	72	329	0,1
Fjærland - Bremuseet	SN55820	05.05.2014 07:00	6,1	59	0	0
Fjærland - Bremuseet	SN55820	05.05.2014 08:00	7,7	53	153	0,5
Fjærland - Bremuseet	SN55820	05.05.2014 09:00	7,9	52	326	1,6
Fjærland - Bremuseet	SN55820	05.05.2014 10:00	8	57	204	3
Fjærland - Bremuseet	SN55820	05.05.2014 11:00	9,9	46	190	1
Fjærland - Bremuseet	SN55820	05.05.2014 12:00	10,5	40	4	1,4
Fjærland - Bremuseet	SN55820	05.05.2014 13:00	10,3	48	201	2,7
Fjærland - Bremuseet	SN55820	05.05.2014 14:00	10,2	45	239	2,1
Fjærland - Bremuseet	SN55820	05.05.2014 15:00	10,6	50	143	1,2
Fjærland - Bremuseet	SN55820	05.05.2014 16:00	10,5	49	8	1,3
Fjærland - Bremuseet	SN55820	05.05.2014 17:00	10,2	53	356	1,9
Fjærland - Bremuseet	SN55820	05.05.2014 18:00	8,7	67	8	1,9
Fjærland - Bremuseet	SN55820	05.05.2014 19:00	7,6	79	82	1
Fjærland - Bremuseet	SN55820	05.05.2014 20:00	7,2	86	48	0,4
Fjærland - Bremuseet	SN55820	05.05.2014 21:00	6,4	88	359	0,5
Fjærland - Bremuseet	SN55820	05.05.2014 22:00	6,1	89	14	0,6
Fjærland - Bremuseet	SN55820	05.05.2014 23:00	5,8	90	353	0,2
Fjærland - Bremuseet	SN55820	06.05.2014 00:00	5,8	90	24	0,2
Fjærland - Bremuseet	SN55820	06.05.2014 01:00	5,7	91	27	0,5
Fjærland - Bremuseet	SN55820	06.05.2014 02:00	5,6	91	22	0,5
Fjærland - Bremuseet	SN55820	06.05.2014 03:00	5,5	91	3	0,3
Fjærland - Bremuseet	SN55820	06.05.2014 04:00	5,4	91	0	0
Fjærland - Bremuseet	SN55820	06.05.2014 05:00	5,5	91	352	0,3
Fjærland - Bremuseet	SN55820	06.05.2014 06:00	5,5	91	48	0,4
Fjærland - Bremuseet	SN55820	06.05.2014 07:00	5,9	91	236	0,2
Fjærland - Bremuseet	SN55820	06.05.2014 08:00	7	89	75	0,3
Fjærland - Bremuseet	SN55820	06.05.2014 09:00	7	88	204	3
Fjærland - Bremuseet	SN55820	06.05.2014 10:00	7,5	85	204	2,5
Fjærland - Bremuseet	SN55820	06.05.2014 11:00	7,9	78	208	1,1
Fjærland - Bremuseet	SN55820	06.05.2014 12:00	7,6	84	207	2,6
Fjærland - Bremuseet	SN55820	06.05.2014 13:00	7,4	86	211	2,3
Fjærland - Bremuseet	SN55820	06.05.2014 14:00	8,1	84	35	0,5
Fjærland - Bremuseet	SN55820	06.05.2014 15:00	9,3	75	18	1,2
Fjærland - Bremuseet	SN55820	06.05.2014 16:00	9,8	74	11	0,7
Fjærland - Bremuseet	SN55820	06.05.2014 17:00	9,7	77	327	1,6
Fjærland - Bremuseet	SN55820	06.05.2014 18:00	9,5	75	1	1,4
Fjærland - Bremuseet	SN55820	06.05.2014 19:00	8,9	80	41	0,8
Fjærland - Bremuseet	SN55820	06.05.2014 20:00	8,5	83	47	0,5
Fjærland - Bremuseet	SN55820	06.05.2014 21:00	7,7	86	48	1,2
Fjærland - Bremuseet	SN55820	06.05.2014 22:00	7,2	88	53	1,3
Fjærland - Bremuseet	SN55820	06.05.2014 23:00	6,9	88	55	0,9
Fjærland - Bremuseet	SN55820	07.05.2014 00:00	6,5	89	27	0,6
Fjærland - Bremuseet	SN55820	07.05.2014 01:00	6,3	89	43	0,6
Fjærland - Bremuseet	SN55820	07.05.2014 02:00	6,2	89	65	0,4
Fjærland - Bremuseet	SN55820	07.05.2014 03:00	6,1	90	34	0,8
Fjærland - Bremuseet	SN55820	07.05.2014 04:00	6	90	17	1,8
Fjærland - Bremuseet	SN55820	07.05.2014 05:00	6	90	59	1
Fjærland - Bremuseet	SN55820	07.05.2014 06:00	6,3	90	197	0,7
Fjærland - Bremuseet	SN55820	07.05.2014 07:00	6,8	88	48	0,9
Fjærland - Bremuseet	SN55820	07.05.2014 08:00	8,2	79	359	0,6
Fjærland - Bremuseet	SN55820	07.05.2014 09:00	9,1	77	199	1,2
Fjærland - Bremuseet	SN55820	07.05.2014 10:00	9,5	73	218	1,8
Fjærland - Bremuseet	SN55820	07.05.2014 11:00	10	71	212	1,9
Fjærland - Bremuseet	SN55820	07.05.2014 12:00	10,8	63	216	1,4
Fjærland - Bremuseet	SN55820	07.05.2014 13:00	12,2	44	114	2,1
Fjærland - Bremuseet	SN55820	07.05.2014 14:00	12,2	44	93	3,3
Fjærland - Bremuseet	SN55820	07.05.2014 15:00	12,3	47	96	3,7
Fjærland - Bremuseet	SN55820	07.05.2014 16:00	12,6	42	75	3,2
Fjærland - Bremuseet	SN55820	07.05.2014 17:00	12,5	44	102	3,1
Fjærland - Bremuseet	SN55820	07.05.2014 18:00	12	42	88	1,8
Fjærland - Bremuseet	SN55820	07.05.2014 19:00	11,6	44	77	2
Fjærland - Bremuseet	SN55820	07.05.2014 20:00	11,3	44	75	2,9
Fjærland - Bremuseet	SN55820	07.05.2014 21:00	10,8	45	83	3,8
Fjærland - Bremuseet	SN55820	07.05.2014 22:00	10,3	46	126	2,3
Fjærland - Bremuseet	SN55820	07.05.2014 23:00	10	53	275	1,4
Fjærland - Bremuseet	SN55820	08.05.2014 00:00	8,4	64	211	1,7
Fjærland - Bremuseet	SN55820	08.05.2014 01:00	8,2	64	87	1,6
Fjærland - Bremuseet	SN55820	08.05.2014 02:00	7	73	33	0,9
Fjærland - Bremuseet	SN55820	08.05.2014 03:00	6,4	76	21	0,3
Fjærland - Bremuseet	SN55820	08.05.2014 04:00	5	82	64	0,5
Fjærland - Bremuseet	SN55820	08.05.2014 05:00	4,9	83	355	0,3
Fjærland - Bremuseet	SN55820	08.05.2014 06:00	5,9	79	55	0,3
Fjærland - Bremuseet	SN55820	08.05.2014 07:00	7,4	70	32	0,4
Fjærland - Bremuseet	SN55820	08.05.2014 08:00	9,9	50	19	2,2
Fjærland - Bremuseet	SN55820	08.05.2014 09:00	10,6	45	37	2
Fjærland - Bremuseet	SN55820	08.05.2014 10:00	11,4	44	91	3,1
Fjærland - Bremuseet	SN55820	08.05.2014 11:00	11,5	41	33	2,3
Fjærland - Bremuseet	SN55820	08.05.2014 12:00	12,6	38	66	2,3
Fjærland - Bremuseet	SN55820	08.05.2014 13:00	12,6	37	51	2,6
Fjærland - Bremuseet	SN55820	08.05.2014 14:00	13,4	36	95	3,5
Fjærland - Bremuseet	SN55820	08.05.2014 15:00	12,8	37	68	2,8
Fjærland - Bremuseet	SN55820	08.05.2014 16:00	12,7	37	75	2,4
Fjærland - Bremuseet	SN55820	08.05.2014 17:00	12,6	36	59	2,4
Fjærland - Bremuseet	SN55820	08.05.2014 18:00	12	39	78	1,5
Fjærland - Bremuseet	SN55820	08.05.2014 19:00	11,6	38	94	2,8
Fjærland - Bremuseet	SN55820	08.05.2014 20:00	10,9	43	79	3,1
Fjærland - Bremuseet	SN55820	08.05.2014 21:00	10,6	43	98	4,2
Fjærland - Bremuseet	SN55820	08.05.2014 22:00	9,9	49	113	2,1
Fjærland - Bremuseet	SN55820	08.05.2014 23:00	8,6	55	192	1,2
Fjærland - Bremuseet	SN55820	09.05.2014 00:00	9,5	48	93	2
Fjærland - Bremuseet	SN55820	09.05.2014 01:00	8,3	58	93	0,3
Fjærland - Bremuseet	SN55820	09.05.2014 02:00	7,1	69	48	1,3
Fjærland - Bremuseet	SN55820	09.05.2014 03:00	6,8	71	6	0,5
Fjærland - Bremuseet	SN55820	09.05.2014 04:00	6	75	80	0,1
Fjærland - Bremuseet	SN55820	09.05.2014 05:00	6,1	79	220	0,5
Fjærland - Bremuseet	SN55820	09.05.2014 06:00	6,3	77	0	0
Fjærland - Bremuseet	SN55820	09.05.2014 07:00	8	68	24	0,4
Fjærland - Bremuseet	SN55820	09.05.2014 08:00	9,2	54	264	0,5
Fjærland - Bremuseet	SN55820	09.05.2014 09:00	10,7	49	15	0,4
Fjærland - Bremuseet	SN55820	09.05.2014 10:00	11,7	42	314	0,9
Fjærland - Bremuseet	SN55820	09.05.2014 11:00	12,1	45	250	0,8
Fjærland - Bremuseet	SN55820	09.05.2014 12:00	12,1	41	233	1,2
Fjærland - Bremuseet	SN55820	09.05.2014 13:00	12,3	39	228	0,6
Fjærland - Bremuseet	SN55820	09.05.2014 14:00	13,2	41	310	0,9
Fjærland - Bremuseet	SN55820	09.05.2014 15:00	12,7	45	303	0,8
Fjærland - Bremuseet	SN55820	09.05.2014 16:00	13,1	41	160	0,6
Fjærland - Bremuseet	SN55820	09.05.2014 17:00	12	51	347	3,3
Fjærland - Bremuseet	SN55820	09.05.2014 18:00	11,3	53	327	2,7
Fjærland - Bremuseet	SN55820	09.05.2014 19:00	11	55	4	1
Fjærland - Bremuseet	SN55820	09.05.2014 20:00	10,6	57	338	2,1
Fjærland - Bremuseet	SN55820	09.05.2014 21:00	10	60	81	1,1
Fjærland - Bremuseet	SN55820	09.05.2014 22:00	9,6	61	91	2,2
Fjærland - Bremuseet	SN55820	09.05.2014 23:00	8,7	70	113	1,1
Fjærland - Bremuseet	SN55820	10.05.2014 00:00	8	76	27	1,1
Fjærland - Bremuseet	SN55820	10.05.2014 01:00	7,6	78	28	0,6
Fjærland - Bremuseet	SN55820	10.05.2014 02:00	7,1	83	31	0,9
Fjærland - Bremuseet	SN55820	10.05.2014 03:00	7,1	80	40	0,8
Fjærland - Bremuseet	SN55820	10.05.2014 04:00	6,3	84	350	0,7
Fjærland - Bremuseet	SN55820	10.05.2014 05:00	5,7	86	4	1,1
Fjærland - Bremuseet	SN55820	10.05.2014 06:00	6,9	85	7	0,6
Fjærland - Bremuseet	SN55820	10.05.2014 07:00	7,4	83	29	0,6
Fjærland - Bremuseet	SN55820	10.05.2014 08:00	9,2	72	3	0,9
Fjærland - Bremuseet	SN55820	10.05.2014 09:00	10,7	66	10	1,6
Fjærland - Bremuseet	SN55820	10.05.2014 10:00	12,8	51	2	1
Fjærland - Bremuseet	SN55820	10.05.2014 11:00	13,1	54	215	2,9
Fjærland - Bremuseet	SN55820	10.05.2014 12:00	14,1	56	217	3,5
Fjærland - Bremuseet	SN55820	10.05.2014 13:00	14,9	43	212	3,5
Fjærland - Bremuseet	SN55820	10.05.2014 14:00	15,6	35	206	3
Fjærland - Bremuseet	SN55820	10.05.2014 15:00	15,9	34	344	1,4
Fjærland - Bremuseet	SN55820	10.05.2014 16:00	15,6	31	354	2,4
Fjærland - Bremuseet	SN55820	10.05.2014 17:00	15,4	34	347	2,2
Fjærland - Bremuseet	SN55820	10.05.2014 18:00	11,6	60	356	1,7
Fjærland - Bremuseet	SN55820	10.05.2014 19:00	11,7	50	25	2
Fjærland - Bremuseet	SN55820	10.05.2014 20:00	10,7	58	37	1,2
Fjærland - Bremuseet	SN55820	10.05.2014 21:00	10,1	55	33	1,6
Fjærland - Bremuseet	SN55820	10.05.2014 22:00	6,7	73	28	0,6
Fjærland - Bremuseet	SN55820	10.05.2014 23:00	5,5	78	61	0,8
Fjærland - Bremuseet	SN55820	11.05.2014 00:00	5,5	79	57	0,3
Fjærland - Bremuseet	SN55820	11.05.2014 01:00	5,7	78	33	1,1
Fjærland - Bremuseet	SN55820	11.05.2014 02:00	5,6	79	12	0,6
Fjærland - Bremuseet	SN55820	11.05.2014 03:00	5,9	79	7	0,8
Fjærland - Bremuseet	SN55820	11.05.2014 04:00	5,6	81	313	0,7
Fjærland - Bremuseet	SN55820	11.05.2014 05:00	5,6	83	10	0,7
Fjærland - Bremuseet	SN55820	11.05.2014 06:00	6,8	78	19	1,2
Fjærland - Bremuseet	SN55820	11.05.2014 07:00	8,4	73	17	0,2
Fjærland - Bremuseet	SN55820	11.05.2014 08:00	9,4	67	214	2,2
Fjærland - Bremuseet	SN55820	11.05.2014 09:00	10,6	62	217	2,7
Fjærland - Bremuseet	SN55820	11.05.2014 10:00	14,5	36	87	1,9
Fjærland - Bremuseet	SN55820	11.05.2014 11:00	14,2	38	16	1,9
Fjærland - Bremuseet	SN55820	11.05.2014 12:00	15,5	33	30	2,3
Fjærland - Bremuseet	SN55820	11.05.2014 13:00	15,8	33	39	2,9
Fjærland - Bremuseet	SN55820	11.05.2014 14:00	16,1	32	29	3,3
Fjærland - Bremuseet	SN55820	11.05.2014 15:00	16,8	29	61	1,8
Fjærland - Bremuseet	SN55820	11.05.2014 16:00	16,7	28	105	2,9
Fjærland - Bremuseet	SN55820	11.05.2014 17:00	16,5	28	105	2,7
Fjærland - Bremuseet	SN55820	11.05.2014 18:00	14,8	33	38	2,7
Fjærland - Bremuseet	SN55820	11.05.2014 19:00	14,3	34	72	2,6
Fjærland - Bremuseet	SN55820	11.05.2014 20:00	11,7	49	6	1,3
Fjærland - Bremuseet	SN55820	11.05.2014 21:00	8,1	68	28	1
Fjærland - Bremuseet	SN55820	11.05.2014 22:00	7	71	23	1,6
Fjærland - Bremuseet	SN55820	11.05.2014 23:00	6,1	77	28	1,1
Fjærland - Bremuseet	SN55820	12.05.2014 00:00	6	81	9	0,8
Fjærland - Bremuseet	SN55820	12.05.2014 01:00	5,5	81	31	0,7
Fjærland - Bremuseet	SN55820	12.05.2014 02:00	4,4	84	50	0,8
Fjærland - Bremuseet	SN55820	12.05.2014 03:00	2,9	87	37	1,1
Fjærland - Bremuseet	SN55820	12.05.2014 04:00	3,1	88	23	1
Fjærland - Bremuseet	SN55820	12.05.2014 05:00	3,9	87	43	0,6
Fjærland - Bremuseet	SN55820	12.05.2014 06:00	5,4	85	33	0,2
Fjærland - Bremuseet	SN55820	12.05.2014 07:00	7,6	79	344	1
Fjærland - Bremuseet	SN55820	12.05.2014 08:00	9,7	63	11	0,6
Fjærland - Bremuseet	SN55820	12.05.2014 09:00	9,8	63	214	1,9
Fjærland - Bremuseet	SN55820	12.05.2014 10:00	13	47	59	0,4
Fjærland - Bremuseet	SN55820	12.05.2014 11:00	14,7	40	357	1,7
Fjærland - Bremuseet	SN55820	12.05.2014 12:00	16	32	64	1
Fjærland - Bremuseet	SN55820	12.05.2014 13:00	18,2	28	124	1,3
Fjærland - Bremuseet	SN55820	12.05.2014 14:00	15,8	38	20	2,1
Fjærland - Bremuseet	SN55820	12.05.2014 15:00	16,4	33	13	1,2
Fjærland - Bremuseet	SN55820	12.05.2014 16:00	17,3	28	100	1,9
Fjærland - Bremuseet	SN55820	12.05.2014 17:00	16	31	77	1,4
Fjærland - Bremuseet	SN55820	12.05.2014 18:00	14,7	34	144	3,5
Fjærland - Bremuseet	SN55820	12.05.2014 19:00	13,3	44	178	2,7
Fjærland - Bremuseet	SN55820	12.05.2014 20:00	11,1	57	65	0,8
Fjærland - Bremuseet	SN55820	12.05.2014 21:00	9,2	63	38	1,1
Fjærland - Bremuseet	SN55820	12.05.2014 22:00	6,5	80	4	0,9
Fjærland - Bremuseet	SN55820	12.05.2014 23:00	6,2	80	4	0,4
Fjærland - Bremuseet	SN55820	13.05.2014 00:00	6,5	79	29	0,9
Fjærland - Bremuseet	SN55820	13.05.2014 01:00	5,7	83	37	1,2
Fjærland - Bremuseet	SN55820	13.05.2014 02:00	5,2	84	39	0,5
Fjærland - Bremuseet	SN55820	13.05.2014 03:00	4,8	87	10	1
Fjærland - Bremuseet	SN55820	13.05.2014 04:00	4,9	87	38	0,3
Fjærland - Bremuseet	SN55820	13.05.2014 05:00	5,5	85	28	0,9
Fjærland - Bremuseet	SN55820	13.05.2014 06:00	6,5	83	42	0,8
Fjærland - Bremuseet	SN55820	13.05.2014 07:00	8,2	75	0	0
Fjærland - Bremuseet	SN55820	13.05.2014 08:00	9	72	0	0
Fjærland - Bremuseet	SN55820	13.05.2014 09:00	12,1	61	170	0,9
Fjærland - Bremuseet	SN55820	13.05.2014 10:00	12,5	52	213	1,4
Fjærland - Bremuseet	SN55820	13.05.2014 11:00	13,4	56	206	3,1
Fjærland - Bremuseet	SN55820	13.05.2014 12:00	12	65	219	3,7
Fjærland - Bremuseet	SN55820	13.05.2014 13:00	15,1	44	15	2,5
Fjærland - Bremuseet	SN55820	13.05.2014 14:00	15	45	4	2,2
Fjærland - Bremuseet	SN55820	13.05.2014 15:00	13,8	50	309	2,5
Fjærland - Bremuseet	SN55820	13.05.2014 16:00	13,4	55	211	3,5
Fjærland - Bremuseet	SN55820	13.05.2014 17:00	13,4	48	320	1,9
Fjærland - Bremuseet	SN55820	13.05.2014 18:00	12,6	64	183	1,5
Fjærland - Bremuseet	SN55820	13.05.2014 19:00	11,4	71	218	1
Fjærland - Bremuseet	SN55820	13.05.2014 20:00	10,1	60	44	0,8
Fjærland - Bremuseet	SN55820	13.05.2014 21:00	10,1	57	29	1,7
Fjærland - Bremuseet	SN55820	13.05.2014 22:00	8,7	62	86	2
Fjærland - Bremuseet	SN55820	13.05.2014 23:00	8,6	61	71	2,5
Fjærland - Bremuseet	SN55820	14.05.2014 00:00	7,6	66	81	2,7
